Partner ID,Tasks,Acceptance rate,Cancellation rate,Tasks not delivered,Partner Cancellation,Task Time,Interaction Rate,Contact Rate,Rating,Acceptance Rate Pass,Cancellation Rate Pass,Tasks Not Delivered Pass,Partner Cancellation Pass,Task Time Pass,Interaction Rate Pass,Contact Rate Pass,Rating Pass,Quality Score,Bucket
241966,126,82.29,1.71,0,0.69,22.35,44.44,8.73,4.64,False,True,True,True,True,False,True,False,60.0,Retraining
241967,84,94.12,0.98,0,1.04,27.77,36.9,3.57,4.9,True,True,True,False,True,True,True,True,90.0,Gold
241968,18,86.36,4.55,0,0.0,43.98,27.78,0.0,4.8,False,False,True,True,True,True,True,True,70.0,Silver
241969,58,98.55,1.45,0,0.0,42.28,31.03,12.07,4.74,True,True,True,True,True,True,True,True,100.0,Gold
241970,44,92.73,0.0,0,0.0,33.56,59.09,2.27,4.65,True,True,True,True,True,False,True,False,75.0,Silver
241971,9,92.31,7.69,0,0.0,48.14,66.67,0.0,5.0,True,False,True,True,False,False,True,True,60.0,Retraining
241972,90,94.85,0.0,0,0.0,17.41,47.78,8.89,4.74,True,True,True,True,True,False,True,True,90.0,Gold
241973,36,100.0,0.0,0,0.0,45.29,30.56,38.89,4.7,True,True,True,True,False,True,False,True,80.0,Silver
241974,4,57.14,0.0,0,0.0,86.58,0.0,25.0,4.67,False,True,True,True,False,True,False,False,50.0,Retraining
241975,25,100.0,0.0,0,3.7,28.96,40.0,0.0,4.69,True,True,True,False,True,True,True,False,75.0,Silver
241976,12,100.0,0.0,0,0.0,34.49,75.0,0.0,4.86,True,True,True,True,True,False,True,True,90.0,Gold
241977,102,100.0,0.0,0,0.0,24.45,43.14,8.82,4.61,True,True,True,True,True,False,True,False,75.0,Silver
241978,32,95.24,0.0,0,2.5,63.92,50.0,3.13,4.55,True,True,True,False,False,False,True,False,50.0,Retraining
241979,12,100.0,0.0,0,0.0,31.57,50.0,8.33,4.2,True,True,True,True,True,False,True,False,75.0,Silver
241980,42,95.83,0.0,0,0.0,35.29,35.71,9.52,4.89,True,True,True,True,True,True,True,True,100.0,Gold
241981,27,100.0,0.0,0,0.0,18.99,51.85,3.7,4.91,True,True,True,True,True,False,True,True,90.0,Gold
241982,3,90.0,50.0,0,0.0,30.92,33.33,0.0,4.5,True,False,True,True,True,True,True,False,70.0,Silver
241983,26,91.89,0.0,0,0.0,30.47,26.92,3.85,5.0,True,True,True,True,True,True,True,True,100.0,Gold
241984,5,83.33,0.0,0,0.0,21.51,40.0,20.0,4.5,False,True,True,True,True,True,False,False,65.0,Retraining
241985,63,92.0,1.33,0,0.0,38.95,34.92,19.05,4.88,True,True,True,True,True,True,False,True,95.0,Gold
241986,4,75.0,25.0,0,0.0,34.71,0.0,0.0,,False,False,True,True,True,True,True,False,55.0,Retraining
241987,9,100.0,0.0,0,0.0,40.69,44.44,11.11,4.75,True,True,True,True,True,False,True,True,90.0,Gold
241988,60,93.06,0.0,0,0.0,28.94,53.33,8.33,4.61,True,True,True,True,True,False,True,False,75.0,Silver
241989,35,75.0,0.0,0,4.76,56.35,37.14,0.0,4.96,False,True,True,False,False,True,True,True,60.0,Retraining
241990,59,81.48,1.23,0,0.0,54.06,32.2,10.17,4.66,False,True,True,True,False,True,True,False,55.0,Retraining
241991,28,89.19,0.0,0,0.0,35.02,32.14,17.86,4.79,False,True,True,True,True,True,False,True,80.0,Silver
241992,82,95.56,0.0,0,0.0,40.54,41.46,24.39,4.73,True,True,True,True,True,False,False,True,85.0,Gold
241993,69,93.59,0.0,0,0.0,21.97,44.93,14.49,4.81,True,True,True,True,True,False,True,True,90.0,Gold
241994,41,83.93,0.0,0,2.13,28.5,41.46,7.32,4.43,False,True,True,False,True,False,True,False,50.0,Retraining
241995,14,68.18,0.0,0,0.0,54.2,57.14,7.14,4.89,False,True,True,True,False,False,True,True,60.0,Retraining
241996,53,100.0,0.0,0,0.0,31.02,45.28,11.32,4.69,True,True,True,True,True,False,True,False,75.0,Silver
241997,16,94.74,0.0,0,0.0,48.89,50.0,25.0,4.78,True,True,True,True,False,False,False,True,70.0,Silver
241998,8,100.0,0.0,0,0.0,17.85,12.5,25.0,4.2,True,True,True,True,True,True,False,False,80.0,Silver
241999,3,100.0,0.0,0,0.0,18.8,0.0,0.0,5.0,True,True,True,True,True,True,True,True,100.0,Gold
242000,29,94.12,0.0,0,0.0,35.72,34.48,3.45,4.67,True,True,True,True,True,True,True,False,85.0,Gold
242001,64,86.41,0.0,0,1.12,29.5,34.38,3.13,4.74,False,True,True,False,True,True,True,True,75.0,Silver
242002,8,100.0,0.0,0,0.0,35.08,12.5,0.0,4.2,True,True,True,True,True,True,True,False,85.0,Gold
242003,33,97.5,0.0,0,0.0,23.88,33.33,3.03,4.78,True,True,True,True,True,True,True,True,100.0,Gold
242004,9,90.0,0.0,0,0.0,25.37,44.44,0.0,4.67,True,True,True,True,True,False,True,False,75.0,Silver
242005,11,72.22,0.0,0,0.0,47.74,27.27,18.18,5.0,False,True,True,True,False,True,False,True,65.0,Retraining
242006,2,100.0,0.0,0,0.0,70.22,50.0,0.0,5.0,True,True,True,True,False,False,True,True,75.0,Silver
242007,9,91.67,0.0,0,0.0,29.17,55.56,11.11,4.6,True,True,True,True,True,False,True,False,75.0,Silver
242008,66,96.39,0.0,0,0.0,43.85,57.58,6.06,4.57,True,True,True,True,True,False,True,False,75.0,Silver
242009,3,100.0,0.0,0,0.0,46.73,0.0,0.0,5.0,True,True,True,True,False,True,True,True,85.0,Gold
242010,8,81.82,9.09,0,0.0,24.4,25.0,12.5,5.0,False,False,True,True,True,True,True,True,70.0,Silver
242011,57,92.31,0.0,0,0.0,22.72,73.68,1.75,4.78,True,True,True,True,True,False,True,True,90.0,Gold
242012,2,100.0,0.0,0,0.0,36.85,50.0,0.0,3.0,True,True,True,True,True,False,True,False,75.0,Silver
242013,120,91.43,0.71,0,0.0,22.66,45.83,5.83,4.55,True,True,True,True,True,False,True,False,75.0,Silver
242014,26,93.94,6.06,0,0.0,59.09,34.62,38.46,4.45,True,False,True,True,False,True,False,False,50.0,Retraining
242015,29,89.47,0.0,0,0.0,43.66,34.48,6.9,4.92,False,True,True,True,True,True,True,True,85.0,Gold
242016,78,84.91,0.94,0,0.0,22.01,47.44,0.0,4.75,False,True,True,True,True,False,True,True,75.0,Silver
242017,17,88.89,11.11,0,4.17,50.18,64.71,11.76,5.0,False,False,True,False,False,False,True,True,35.0,Retraining
242018,36,95.35,0.0,0,0.0,31.76,41.67,13.89,4.89,True,True,True,True,True,False,True,True,90.0,Gold
242019,16,90.0,5.0,0,0.0,39.92,43.75,18.75,3.5,True,False,True,True,True,False,False,False,55.0,Retraining
242020,23,78.13,6.25,0,0.0,42.37,30.43,0.0,4.86,False,False,True,True,True,True,True,True,70.0,Silver
242021,33,100.0,0.0,0,0.0,47.84,15.15,0.0,4.88,True,True,True,True,False,True,True,True,85.0,Gold
242022,31,85.37,0.0,0,0.0,25.6,64.52,19.35,4.56,False,True,True,True,True,False,False,False,55.0,Retraining
242023,51,98.21,0.0,0,1.82,31.36,60.78,9.8,4.82,True,True,True,False,True,False,True,True,80.0,Silver
242024,9,90.91,0.0,0,0.0,42.46,55.56,11.11,4.33,True,True,True,True,True,False,True,False,75.0,Silver
242025,30,100.0,0.0,0,0.0,50.15,36.67,3.33,4.94,True,True,True,True,False,True,True,True,85.0,Gold
242026,10,100.0,0.0,0,0.0,44.02,60.0,0.0,5.0,True,True,True,True,True,False,True,True,90.0,Gold
242027,23,100.0,0.0,0,0.0,45.87,52.17,8.7,4.53,True,True,True,True,False,False,True,False,60.0,Retraining
242028,52,98.39,0.0,0,1.64,47.2,59.62,17.31,5.0,True,True,True,False,False,False,False,True,60.0,Retraining
242029,95,96.64,0.84,3,1.74,27.64,46.32,10.53,4.52,True,True,False,False,True,False,True,False,50.0,Retraining
242030,3,100.0,20.0,0,0.0,33.58,33.33,0.0,5.0,True,False,True,True,True,True,True,True,85.0,Gold
242031,28,100.0,0.0,0,0.0,29.51,46.43,0.0,4.57,True,True,True,True,True,False,True,False,75.0,Silver
242032,78,98.81,0.0,0,0.0,29.82,55.13,3.85,4.82,True,True,True,True,True,False,True,True,90.0,Gold
242033,10,100.0,0.0,0,0.0,33.99,20.0,0.0,4.67,True,True,True,True,True,True,True,False,85.0,Gold
242034,44,100.0,0.0,1,0.0,43.54,61.36,13.64,4.61,True,True,True,True,True,False,True,False,75.0,Silver
242035,21,100.0,0.0,0,4.0,34.92,66.67,4.76,4.93,True,True,True,False,True,False,True,True,80.0,Silver
242036,5,90.91,18.18,0,0.0,28.81,60.0,20.0,5.0,True,False,True,True,True,False,False,True,70.0,Silver
242037,4,100.0,0.0,0,0.0,55.56,75.0,25.0,5.0,True,True,True,True,False,False,False,True,70.0,Silver
242038,36,100.0,0.0,0,0.0,25.24,44.44,0.0,4.61,True,True,True,True,True,False,True,False,75.0,Silver
242039,19,100.0,0.0,0,0.0,40.99,57.89,5.26,4.44,True,True,True,True,True,False,True,False,75.0,Silver
242040,39,93.62,2.13,0,2.27,49.77,30.77,10.26,4.72,True,False,True,False,False,True,True,True,60.0,Retraining
242041,77,97.8,1.1,0,1.12,35.87,38.96,10.39,4.88,True,True,True,False,True,True,True,True,90.0,Gold
242042,49,92.98,0.0,0,3.77,52.45,51.02,8.16,4.73,True,True,True,False,False,False,True,True,65.0,Retraining
242043,37,97.62,0.0,0,0.0,33.69,29.73,13.51,4.88,True,True,True,True,True,True,True,True,100.0,Gold
242044,18,100.0,0.0,0,0.0,22.27,38.89,0.0,5.0,True,True,True,True,True,True,True,True,100.0,Gold
242045,45,94.55,0.0,0,0.0,38.51,46.67,4.44,4.61,True,True,True,True,True,False,True,False,75.0,Silver
242046,2,100.0,0.0,0,0.0,40.78,50.0,0.0,5.0,True,True,True,True,True,False,True,True,90.0,Gold
242047,8,27.27,4.55,0,8.33,57.68,37.5,12.5,5.0,False,False,True,False,False,True,True,True,45.0,Retraining
242048,6,85.71,0.0,0,0.0,35.03,33.33,0.0,4.83,False,True,True,True,True,True,True,True,85.0,Gold
242049,4,100.0,0.0,0,0.0,33.51,25.0,0.0,3.67,True,True,True,True,True,True,True,False,85.0,Gold
242050,2,100.0,33.33,0,0.0,17.2,0.0,0.0,5.0,True,False,True,True,True,True,True,True,85.0,Gold
242051,45,96.0,0.0,0,0.0,45.75,24.44,13.33,4.7,True,True,True,True,False,True,True,True,85.0,Gold
242052,41,85.96,7.02,0,0.0,47.1,46.34,19.51,4.64,False,False,True,True,False,False,False,False,25.0,Retraining
242053,5,75.0,0.0,0,0.0,38.08,80.0,20.0,4.8,False,True,True,True,True,False,False,True,70.0,Silver
242054,103,96.67,3.33,0,0.0,26.62,49.51,4.85,4.73,True,False,True,True,True,False,True,True,75.0,Silver
242055,15,95.24,14.29,0,0.0,27.22,20.0,6.67,4.67,True,False,True,True,True,True,True,False,70.0,Silver
242056,102,95.61,0.0,1,0.0,16.95,29.41,1.96,4.77,True,True,True,True,True,True,True,True,100.0,Gold
242057,9,100.0,0.0,0,10.0,38.76,55.56,11.11,5.0,True,True,True,False,True,False,True,True,80.0,Silver
242058,33,100.0,0.0,0,0.0,52.2,36.36,3.03,4.55,True,True,True,True,False,True,True,False,70.0,Silver
242059,9,69.23,0.0,0,0.0,57.15,22.22,22.22,5.0,False,True,True,True,False,True,False,True,65.0,Retraining
242060,110,100.0,0.0,0,0.88,29.46,28.18,1.82,4.85,True,True,True,True,True,True,True,True,100.0,Gold
242061,9,100.0,0.0,0,0.0,57.32,33.33,44.44,5.0,True,True,True,True,False,True,False,True,80.0,Silver
242062,70,98.77,0.0,0,0.0,40.47,32.86,7.14,4.72,True,True,True,True,True,True,True,True,100.0,Gold
242063,3,100.0,0.0,0,0.0,27.21,0.0,0.0,5.0,True,True,True,True,True,True,True,True,100.0,Gold
242064,22,85.19,0.0,0,0.0,31.56,45.45,13.64,4.92,False,True,True,True,True,False,True,True,75.0,Silver
242065,81,86.73,3.06,0,0.0,8.39,2.47,1.23,5.0,False,False,True,True,True,True,True,True,70.0,Silver
242066,45,96.0,0.0,0,0.0,18.63,35.56,0.0,4.73,True,True,True,True,True,True,True,True,100.0,Gold
242067,55,98.48,0.0,0,1.54,33.84,52.73,1.82,4.72,True,True,True,False,True,False,True,True,80.0,Silver
242068,65,92.5,0.0,0,0.0,26.95,53.85,12.31,4.93,True,True,True,True,True,False,True,True,90.0,Gold
242069,9,100.0,0.0,0,0.0,36.06,55.56,11.11,4.89,True,True,True,True,True,False,True,True,90.0,Gold
242070,60,94.29,1.43,0,0.0,28.18,51.67,0.0,4.86,True,True,True,True,True,False,True,True,90.0,Gold
242071,15,100.0,0.0,0,0.0,49.25,40.0,46.67,5.0,True,True,True,True,False,True,False,True,80.0,Silver
242072,60,87.5,0.0,0,1.43,50.26,30.0,23.33,4.65,False,True,True,False,False,True,False,False,40.0,Retraining
242073,113,99.2,0.0,0,0.81,20.22,58.41,7.08,4.82,True,True,True,True,True,False,True,True,90.0,Gold
242074,45,92.31,0.0,0,0.0,35.79,40.0,15.56,4.85,True,True,True,True,True,True,False,True,95.0,Gold
242075,34,100.0,0.0,0,0.0,39.02,20.59,11.76,4.79,True,True,True,True,True,True,True,True,100.0,Gold
242076,30,100.0,0.0,0,0.0,25.94,36.67,0.0,4.95,True,True,True,True,True,True,True,True,100.0,Gold
242077,96,90.08,1.65,0,0.0,37.09,39.58,14.58,4.87,True,True,True,True,True,True,True,True,100.0,Gold
242078,51,85.71,1.59,0,0.0,50.79,39.22,17.65,4.85,False,True,True,True,False,True,False,True,65.0,Retraining
242079,45,94.34,1.89,0,0.0,26.74,44.44,22.22,4.78,True,True,True,True,True,False,False,True,85.0,Gold
242080,34,91.89,0.0,0,0.0,28.59,41.18,14.71,4.5,True,True,True,True,True,False,True,False,75.0,Silver
242081,27,100.0,0.0,0,0.0,55.03,48.15,11.11,4.93,True,True,True,True,False,False,True,True,75.0,Silver
242082,41,90.74,3.7,0,2.04,39.34,46.34,9.76,4.44,True,False,True,False,True,False,True,False,50.0,Retraining
242083,35,95.0,0.0,0,0.0,27.43,57.14,0.0,4.8,True,True,True,True,True,False,True,True,90.0,Gold
242084,43,90.57,1.89,0,0.0,34.36,41.86,16.28,4.79,True,True,True,True,True,False,False,True,85.0,Gold
242085,119,99.26,0.0,0,0.0,34.01,41.18,14.29,4.83,True,True,True,True,True,False,True,True,90.0,Gold
242086,3,100.0,0.0,0,0.0,64.11,33.33,33.33,4.0,True,True,True,True,False,True,False,False,65.0,Retraining
242087,127,97.16,0.71,0,0.73,17.28,35.43,5.51,4.75,True,True,True,True,True,True,True,True,100.0,Gold
242088,28,100.0,0.0,0,0.0,48.19,35.71,17.86,5.0,True,True,True,True,False,True,False,True,80.0,Silver
242089,12,92.86,0.0,0,0.0,30.92,25.0,8.33,3.33,True,True,True,True,True,True,True,False,85.0,Gold
242090,2,100.0,0.0,0,0.0,258.04,0.0,100.0,5.0,True,True,True,True,False,True,False,True,80.0,Silver
242091,2,100.0,33.33,0,0.0,41.06,50.0,50.0,,True,False,True,True,True,False,False,False,55.0,Retraining
242092,37,97.62,0.0,0,0.0,34.07,27.03,10.81,4.53,True,True,True,True,True,True,True,False,85.0,Gold
242093,35,97.62,0.0,0,0.0,51.43,28.57,2.86,4.85,True,True,True,True,False,True,True,True,85.0,Gold
242094,48,89.29,0.0,0,0.0,33.78,22.92,10.42,4.53,False,True,True,True,True,True,True,False,70.0,Silver
242095,28,93.94,3.03,0,0.0,38.85,21.43,10.71,4.9,True,False,True,True,True,True,True,True,85.0,Gold
242096,37,95.12,4.88,0,0.0,44.89,29.73,18.92,4.92,True,False,True,True,True,True,False,True,80.0,Silver
242097,31,95.24,0.0,0,5.0,42.41,35.48,6.45,4.84,True,True,True,False,True,True,True,True,90.0,Gold
242098,46,80.0,0.0,0,1.92,41.73,50.0,10.87,4.75,False,True,True,False,True,False,True,True,65.0,Retraining
242099,54,93.65,0.0,0,0.0,37.45,40.74,25.93,4.47,True,True,True,True,True,False,False,False,70.0,Silver
242100,27,82.5,2.5,0,0.0,27.22,55.56,11.11,4.79,False,False,True,True,True,False,True,True,60.0,Retraining
242101,93,98.11,1.89,0,0.96,23.64,54.84,6.45,4.75,True,True,True,True,True,False,True,True,90.0,Gold
242102,24,83.33,0.0,0,0.0,28.81,50.0,20.83,4.73,False,True,True,True,True,False,False,True,70.0,Silver
242103,43,90.38,0.0,0,0.0,23.36,25.58,9.3,4.91,True,True,True,True,True,True,True,True,100.0,Gold
242104,13,100.0,0.0,0,0.0,45.25,38.46,15.38,4.89,True,True,True,True,False,True,False,True,80.0,Silver
242105,101,92.5,0.83,0,0.0,22.7,47.52,2.97,4.54,True,True,True,True,True,False,True,False,75.0,Silver
242106,12,100.0,6.67,0,0.0,51.61,50.0,25.0,4.71,True,False,True,True,False,False,False,True,55.0,Retraining
242107,36,100.0,0.0,0,4.44,39.99,30.56,16.67,4.68,True,True,True,False,True,True,False,False,70.0,Silver
242108,5,80.0,30.0,0,0.0,63.58,0.0,40.0,5.0,False,False,True,True,False,True,False,True,50.0,Retraining
242109,55,98.44,0.0,0,0.0,51.97,32.73,3.64,4.55,True,True,True,True,False,True,True,False,70.0,Silver
242110,56,84.27,3.37,1,1.33,28.03,35.71,3.57,4.8,False,False,True,False,True,True,True,True,60.0,Retraining
242111,28,94.12,0.0,0,0.0,31.41,32.14,0.0,4.78,True,True,True,True,True,True,True,True,100.0,Gold
242112,19,73.53,0.0,0,8.0,51.35,36.84,5.26,5.0,False,True,True,False,False,True,True,True,60.0,Retraining
242113,7,24.62,0.0,0,6.25,79.61,57.14,42.86,5.0,False,True,True,False,False,False,False,True,45.0,Retraining
242114,4,85.71,28.57,0,0.0,16.71,50.0,0.0,5.0,False,False,True,True,True,False,True,True,60.0,Retraining
242115,37,95.12,0.0,0,0.0,41.19,45.95,24.32,4.92,True,True,True,True,True,False,False,True,85.0,Gold
242116,11,87.5,18.75,0,0.0,36.68,18.18,9.09,4.6,False,False,True,True,True,True,True,False,55.0,Retraining
242117,27,93.02,0.0,0,0.0,34.68,44.44,7.41,4.82,True,True,True,True,True,False,True,True,90.0,Gold
242118,61,100.0,0.0,0,0.0,52.05,36.07,13.11,4.52,True,True,True,True,False,True,True,False,70.0,Silver
242119,57,98.41,0.0,0,0.0,33.52,45.61,8.77,4.62,True,True,True,True,True,False,True,False,75.0,Silver
242120,4,100.0,0.0,0,0.0,47.39,25.0,25.0,5.0,True,True,True,True,False,True,False,True,80.0,Silver
242121,16,94.74,0.0,0,0.0,42.34,50.0,18.75,4.86,True,True,True,True,True,False,False,True,85.0,Gold
242122,30,87.5,0.0,0,0.0,37.89,36.67,23.33,4.48,False,True,True,True,True,True,False,False,65.0,Retraining
242123,46,75.29,3.53,1,1.56,41.06,63.04,13.04,4.59,False,False,True,False,True,False,True,False,35.0,Retraining
242124,60,88.0,2.67,1,0.0,39.1,46.67,10.0,4.86,False,False,True,True,True,False,True,True,60.0,Retraining
242125,4,80.0,0.0,0,0.0,22.79,50.0,0.0,5.0,False,True,True,True,True,False,True,True,75.0,Silver
242126,7,100.0,0.0,0,0.0,39.58,71.43,0.0,5.0,True,True,True,True,True,False,True,True,90.0,Gold
242127,99,97.46,3.39,0,0.0,30.1,52.53,5.05,4.92,True,False,True,True,True,False,True,True,75.0,Silver
242128,39,97.5,0.0,0,0.0,26.85,53.85,7.69,4.82,True,True,True,True,True,False,True,True,90.0,Gold
242129,11,100.0,0.0,0,0.0,48.39,54.55,27.27,5.0,True,True,True,True,False,False,False,True,70.0,Silver
242130,29,97.06,0.0,0,0.0,46.06,41.38,6.9,5.0,True,True,True,True,False,False,True,True,75.0,Silver
242131,63,93.67,1.27,0,0.0,41.61,49.21,7.94,4.84,True,True,True,True,True,False,True,True,90.0,Gold
242132,15,55.05,2.75,0,21.67,34.73,40.0,26.67,4.67,False,False,True,False,True,True,False,False,40.0,Retraining
242133,5,46.67,6.67,0,0.0,48.98,100.0,0.0,4.67,False,False,True,True,False,False,True,False,30.0,Retraining
242134,11,100.0,0.0,0,0.0,26.61,45.45,0.0,4.43,True,True,True,True,True,False,True,False,75.0,Silver
242135,28,100.0,0.0,0,0.0,39.68,35.71,10.71,4.25,True,True,True,True,True,True,True,False,85.0,Gold
242136,26,96.67,0.0,0,0.0,53.87,38.46,15.38,4.55,True,True,True,True,False,True,False,False,65.0,Retraining
242137,23,84.85,6.06,0,0.0,48.92,52.17,4.35,4.71,False,False,True,True,False,False,True,True,45.0,Retraining
242138,39,100.0,0.0,0,0.0,33.15,58.97,12.82,4.91,True,True,True,True,True,False,True,True,90.0,Gold
242139,17,100.0,4.35,0,0.0,52.85,64.71,17.65,4.8,True,False,True,True,False,False,False,True,55.0,Retraining
242140,13,93.33,0.0,0,0.0,45.93,15.38,7.69,4.44,True,True,True,True,False,True,True,False,70.0,Silver
242141,110,100.0,0.86,0,0.0,19.46,38.18,1.82,4.78,True,True,True,True,True,True,True,True,100.0,Gold
242142,48,91.07,0.0,0,0.0,33.63,18.75,8.33,4.96,True,True,True,True,True,True,True,True,100.0,Gold
242143,76,94.19,0.0,0,0.0,20.08,53.95,7.89,4.56,True,True,True,True,True,False,True,False,75.0,Silver
242144,21,87.1,9.68,0,0.0,45.59,57.14,4.76,4.58,False,False,True,True,False,False,True,False,30.0,Retraining
242145,7,50.0,0.0,0,0.0,84.66,71.43,14.29,4.67,False,True,True,True,False,False,True,False,45.0,Retraining
242146,4,61.11,0.0,0,0.0,43.36,75.0,50.0,5.0,False,True,True,True,True,False,False,True,70.0,Silver
242147,9,100.0,0.0,0,0.0,23.29,22.22,11.11,4.38,True,True,True,True,True,True,True,False,85.0,Gold
242148,127,99.27,0.0,0,0.0,25.04,63.78,11.02,4.65,True,True,True,True,True,False,True,False,75.0,Silver
242149,22,55.56,2.22,0,0.0,51.58,31.82,22.73,4.57,False,False,True,True,False,True,False,False,35.0,Retraining
242150,58,92.0,4.0,0,0.0,32.03,39.66,15.52,4.88,True,False,True,True,True,True,False,True,80.0,Silver
242151,49,76.81,1.45,0,0.0,45.09,36.73,2.04,4.5,False,True,True,True,False,True,True,False,55.0,Retraining
242152,3,60.0,0.0,0,0.0,48.18,33.33,0.0,5.0,False,True,True,True,False,True,True,True,70.0,Silver
242153,39,91.84,0.0,0,0.0,43.37,41.03,5.13,4.17,True,True,True,True,True,False,True,False,75.0,Silver
242154,66,93.9,1.22,0,0.0,47.83,60.61,15.15,4.53,True,True,True,True,False,False,False,False,55.0,Retraining
242155,42,98.21,0.0,0,0.0,34.56,47.62,0.0,4.67,True,True,True,True,True,False,True,False,75.0,Silver
242156,22,100.0,0.0,0,0.0,47.83,63.64,0.0,4.75,True,True,True,True,False,False,True,True,75.0,Silver
242157,54,90.36,0.0,0,9.33,41.3,46.3,24.07,4.81,True,True,True,False,True,False,False,True,75.0,Silver
242158,5,55.56,0.0,0,0.0,42.08,60.0,20.0,5.0,False,True,True,True,True,False,False,True,70.0,Silver
242159,2,100.0,0.0,0,0.0,68.66,50.0,0.0,,True,True,True,True,False,False,True,False,60.0,Retraining
242160,157,98.26,0.0,0,0.0,19.0,45.22,8.92,4.63,True,True,True,True,True,False,True,False,75.0,Silver
242161,67,94.74,0.0,0,0.0,38.83,43.28,10.45,4.9,True,True,True,True,True,False,True,True,90.0,Gold
242162,67,92.5,1.25,0,0.0,17.99,32.84,0.0,4.47,True,True,True,True,True,True,True,False,85.0,Gold
242163,74,89.77,1.14,0,0.0,55.31,45.95,18.92,4.56,False,True,True,True,False,False,False,False,40.0,Retraining
242164,6,19.44,0.0,0,0.0,81.59,50.0,33.33,5.0,False,True,True,True,False,False,False,True,55.0,Retraining
242165,38,95.12,0.0,0,0.0,37.09,55.26,5.26,4.79,True,True,True,True,True,False,True,True,90.0,Gold
242166,63,97.18,0.0,0,0.0,17.86,41.27,3.17,4.67,True,True,True,True,True,False,True,False,75.0,Silver
242167,82,97.73,0.0,0,0.0,20.93,47.56,3.66,4.79,True,True,True,True,True,False,True,True,90.0,Gold
242168,26,97.06,0.0,0,0.0,27.86,50.0,11.54,4.85,True,True,True,True,True,False,True,True,90.0,Gold
242169,25,82.86,2.86,0,0.0,44.95,52.0,24.0,4.84,False,False,True,True,True,False,False,True,55.0,Retraining
242170,97,99.05,0.95,0,0.0,27.45,38.14,17.53,4.88,True,True,True,True,True,True,False,True,95.0,Gold
242171,10,62.5,0.0,0,0.0,44.78,20.0,0.0,4.5,False,True,True,True,True,True,True,False,70.0,Silver
242172,40,97.78,0.0,0,0.0,34.86,27.5,7.5,4.81,True,True,True,True,True,True,True,True,100.0,Gold
242173,33,93.33,2.22,0,0.0,37.39,36.36,12.12,4.9,True,False,True,True,True,True,True,True,85.0,Gold
242174,79,97.03,0.0,0,0.0,39.12,50.63,0.0,4.49,True,True,True,True,True,False,True,False,75.0,Silver
242175,15,100.0,0.0,0,0.0,34.5,20.0,0.0,4.8,True,True,True,True,True,True,True,True,100.0,Gold
242176,34,85.42,0.0,0,2.44,60.49,29.41,0.0,4.95,False,True,True,False,False,True,True,True,60.0,Retraining
242177,137,97.32,0.0,0,0.0,20.96,54.01,8.03,4.64,True,True,True,True,True,False,True,False,75.0,Silver
242178,16,100.0,0.0,0,0.0,38.12,50.0,6.25,5.0,True,True,True,True,True,False,True,True,90.0,Gold
242179,17,56.52,2.17,0,7.69,36.58,58.82,0.0,4.63,False,False,True,False,True,False,True,False,35.0,Retraining
242180,63,91.03,0.0,0,0.0,42.16,26.98,14.29,4.74,True,True,True,True,True,True,True,True,100.0,Gold
242181,8,60.0,0.0,0,0.0,57.15,12.5,12.5,4.2,False,True,True,True,False,True,True,False,55.0,Retraining
242182,73,84.38,2.08,0,0.0,42.21,31.51,13.7,4.66,False,False,True,True,True,True,True,False,55.0,Retraining
242183,20,83.33,0.0,0,0.0,25.7,15.0,10.0,4.38,False,True,True,True,True,True,True,False,70.0,Silver
242184,9,100.0,0.0,0,0.0,49.72,55.56,0.0,4.67,True,True,True,True,False,False,True,False,60.0,Retraining
242185,13,85.71,14.29,0,0.0,39.02,23.08,7.69,5.0,False,False,True,True,True,True,True,True,70.0,Silver
242186,8,83.33,8.33,0,0.0,49.23,75.0,25.0,5.0,False,False,True,True,False,False,False,True,40.0,Retraining
242187,62,92.41,0.0,0,0.0,39.55,30.65,8.06,4.86,True,True,True,True,True,True,True,True,100.0,Gold
242188,59,100.0,0.0,1,0.0,24.92,40.68,3.39,4.9,True,True,True,True,True,False,True,True,90.0,Gold
242189,27,89.47,2.63,0,0.0,46.73,29.63,22.22,4.62,False,False,True,True,False,True,False,False,35.0,Retraining
242190,16,100.0,0.0,0,0.0,60.74,31.25,6.25,4.8,True,True,True,True,False,True,True,True,85.0,Gold
242191,106,97.32,0.0,0,0.0,12.18,5.66,0.94,4.78,True,True,True,True,True,True,True,True,100.0,Gold
242192,82,91.84,0.0,0,0.0,43.8,40.24,10.98,4.92,True,True,True,True,True,False,True,True,90.0,Gold
242193,38,95.0,0.0,0,0.0,32.2,34.21,5.26,5.0,True,True,True,True,True,True,True,True,100.0,Gold
242194,10,76.47,11.76,0,0.0,6.6,10.0,0.0,5.0,False,False,True,True,True,True,True,True,70.0,Silver
242195,20,91.67,4.17,0,4.55,41.21,40.0,5.0,5.0,True,False,True,False,True,True,True,True,75.0,Silver
242196,9,64.71,0.0,0,0.0,34.44,33.33,11.11,4.2,False,True,True,True,True,True,True,False,70.0,Silver
242197,127,97.26,0.68,0,0.7,29.14,54.33,6.3,4.76,True,True,True,True,True,False,True,True,90.0,Gold
242198,38,77.78,1.85,0,0.0,42.13,55.26,0.0,4.91,False,True,True,True,True,False,True,True,75.0,Silver
