Partner ID,Week Start,Active_Days,Consistency Bonus,Month
705584,2019-02-25,4,0,2019-02
705584,2019-03-04,3,0,2019-03
705584,2019-03-11,1,0,2019-03
705584,2019-03-25,1,0,2019-03
705584,2019-04-22,3,0,2019-04
705584,2019-04-29,2,0,2019-04
711287,2019-01-14,4,0,2019-01
711287,2019-01-21,5,10,2019-01
711287,2019-01-28,2,0,2019-01
711287,2019-02-04,1,0,2019-02
711287,2019-02-11,1,0,2019-02
711287,2019-02-18,3,0,2019-02
711287,2019-02-25,1,0,2019-02
711287,2019-03-04,4,0,2019-03
711287,2019-03-11,7,10,2019-03
711287,2019-03-18,3,0,2019-03
711287,2019-03-25,3,0,2019-03
711287,2019-04-01,2,0,2019-04
711791,2018-12-31,5,10,2018-12
711791,2019-01-07,1,0,2019-01
711791,2019-01-14,4,0,2019-01
711791,2019-03-11,1,0,2019-03
711791,2019-03-25,1,0,2019-03
712026,2018-12-31,5,10,2018-12
712026,2019-01-07,2,0,2019-01
712026,2019-01-28,2,0,2019-01
712026,2019-02-04,6,10,2019-02
712026,2019-02-11,7,10,2019-02
712026,2019-02-18,6,10,2019-02
712026,2019-02-25,7,10,2019-02
712026,2019-03-04,7,10,2019-03
712026,2019-03-11,6,10,2019-03
712026,2019-03-25,1,0,2019-03
712026,2019-04-01,3,0,2019-04
712026,2019-04-08,6,10,2019-04
712026,2019-04-15,6,10,2019-04
712026,2019-04-22,6,10,2019-04
712026,2019-04-29,2,0,2019-04
712393,2018-12-31,6,10,2018-12
712393,2019-01-07,7,10,2019-01
712393,2019-01-14,7,10,2019-01
712393,2019-01-21,7,10,2019-01
712393,2019-01-28,5,10,2019-01
712393,2019-02-04,1,0,2019-02
712393,2019-02-11,6,10,2019-02
712393,2019-02-18,4,0,2019-02
713085,2019-01-07,2,0,2019-01
713085,2019-01-14,3,0,2019-01
713085,2019-01-21,2,0,2019-01
713085,2019-01-28,5,10,2019-01
713085,2019-02-04,4,0,2019-02
713085,2019-02-11,1,0,2019-02
713085,2019-02-18,4,0,2019-02
713085,2019-02-25,2,0,2019-02
713085,2019-03-04,3,0,2019-03
713085,2019-03-11,1,0,2019-03
713085,2019-03-18,2,0,2019-03
713085,2019-03-25,3,0,2019-03
713085,2019-04-15,3,0,2019-04
713085,2019-04-22,3,0,2019-04
713085,2019-04-29,1,0,2019-04
713420,2019-03-25,1,0,2019-03
713656,2019-01-21,2,0,2019-01
713656,2019-01-28,3,0,2019-01
713656,2019-03-04,1,0,2019-03
714534,2019-01-21,4,0,2019-01
714534,2019-01-28,3,0,2019-01
714534,2019-02-04,3,0,2019-02
714534,2019-02-11,4,0,2019-02
714534,2019-02-18,5,10,2019-02
714534,2019-02-25,5,10,2019-02
714534,2019-03-04,5,10,2019-03
714534,2019-03-11,7,10,2019-03
714534,2019-03-18,4,0,2019-03
714534,2019-03-25,4,0,2019-03
714534,2019-04-01,3,0,2019-04
726905,2018-12-31,3,0,2018-12
726905,2019-01-07,6,10,2019-01
726905,2019-01-14,7,10,2019-01
726905,2019-01-21,7,10,2019-01
726905,2019-01-28,7,10,2019-01
726905,2019-02-04,7,10,2019-02
726905,2019-02-11,7,10,2019-02
726905,2019-02-18,7,10,2019-02
726905,2019-02-25,7,10,2019-02
726905,2019-03-04,7,10,2019-03
726905,2019-03-11,7,10,2019-03
726905,2019-03-18,2,0,2019-03
726971,2019-01-14,6,10,2019-01
726971,2019-01-21,4,0,2019-01
726971,2019-01-28,4,0,2019-01
726971,2019-02-04,4,0,2019-02
726971,2019-02-11,6,10,2019-02
726971,2019-02-18,6,10,2019-02
726971,2019-02-25,4,0,2019-02
726971,2019-03-04,6,10,2019-03
726971,2019-03-11,5,10,2019-03
726971,2019-03-18,2,0,2019-03
726971,2019-03-25,7,10,2019-03
726971,2019-04-01,5,10,2019-04
726971,2019-04-08,4,0,2019-04
726971,2019-04-15,1,0,2019-04
726971,2019-04-22,6,10,2019-04
726971,2019-04-29,2,0,2019-04
727059,2018-12-31,1,0,2018-12
727059,2019-01-07,2,0,2019-01
727059,2019-01-14,2,0,2019-01
727459,2018-12-31,5,10,2018-12
727459,2019-01-07,7,10,2019-01
727459,2019-01-14,7,10,2019-01
727459,2019-01-21,6,10,2019-01
727459,2019-01-28,6,10,2019-01
727459,2019-02-04,7,10,2019-02
727459,2019-02-11,7,10,2019-02
727459,2019-02-18,6,10,2019-02
727459,2019-02-25,6,10,2019-02
727459,2019-03-04,6,10,2019-03
727459,2019-03-11,5,10,2019-03
727675,2018-12-31,1,0,2018-12
727675,2019-01-07,2,0,2019-01
727675,2019-01-21,1,0,2019-01
727675,2019-01-28,1,0,2019-01
727675,2019-02-04,1,0,2019-02
727675,2019-02-25,1,0,2019-02
727675,2019-03-18,1,0,2019-03
727675,2019-03-25,1,0,2019-03
727675,2019-04-01,2,0,2019-04
727675,2019-04-08,1,0,2019-04
727675,2019-04-15,3,0,2019-04
727675,2019-04-29,2,0,2019-04
727862,2018-12-31,6,10,2018-12
727862,2019-01-07,4,0,2019-01
728304,2019-01-07,1,0,2019-01
728490,2018-12-31,4,0,2018-12
728490,2019-01-07,2,0,2019-01
728490,2019-01-14,3,0,2019-01
728490,2019-01-21,5,10,2019-01
728490,2019-01-28,5,10,2019-01
728490,2019-02-04,3,0,2019-02
728490,2019-02-11,4,0,2019-02
728490,2019-02-18,4,0,2019-02
728490,2019-02-25,2,0,2019-02
728490,2019-03-04,6,10,2019-03
728490,2019-03-11,6,10,2019-03
728490,2019-03-18,2,0,2019-03
733324,2018-12-31,6,10,2018-12
733324,2019-01-07,6,10,2019-01
733324,2019-01-14,1,0,2019-01
733324,2019-01-21,3,0,2019-01
733324,2019-01-28,5,10,2019-01
733324,2019-02-04,6,10,2019-02
733324,2019-02-11,5,10,2019-02
733324,2019-02-18,3,0,2019-02
733324,2019-02-25,6,10,2019-02
733324,2019-03-04,6,10,2019-03
733324,2019-03-11,7,10,2019-03
733324,2019-03-18,5,10,2019-03
733324,2019-03-25,7,10,2019-03
733324,2019-04-01,7,10,2019-04
733324,2019-04-08,7,10,2019-04
733324,2019-04-15,4,0,2019-04
733324,2019-04-22,6,10,2019-04
733324,2019-04-29,1,0,2019-04
733409,2019-01-28,2,0,2019-01
733438,2019-03-11,6,10,2019-03
733438,2019-03-18,6,10,2019-03
733438,2019-03-25,5,10,2019-03
734941,2019-01-21,2,0,2019-01
734941,2019-01-28,2,0,2019-01
734941,2019-02-04,2,0,2019-02
734941,2019-02-11,4,0,2019-02
734941,2019-02-18,4,0,2019-02
734941,2019-02-25,4,0,2019-02
734941,2019-03-04,6,10,2019-03
734941,2019-03-11,6,10,2019-03
734941,2019-03-18,5,10,2019-03
734941,2019-03-25,6,10,2019-03
734941,2019-04-01,5,10,2019-04
734941,2019-04-08,5,10,2019-04
734941,2019-04-15,3,0,2019-04
734941,2019-04-22,6,10,2019-04
734941,2019-04-29,2,0,2019-04
735299,2018-12-31,1,0,2018-12
741572,2018-12-31,3,0,2018-12
741572,2019-01-07,3,0,2019-01
757871,2019-02-25,1,0,2019-02
759506,2019-01-28,6,10,2019-01
759506,2019-02-04,6,10,2019-02
759506,2019-02-11,7,10,2019-02
759506,2019-03-11,1,0,2019-03
760153,2019-01-07,2,0,2019-01
760153,2019-01-14,4,0,2019-01
760153,2019-01-21,7,10,2019-01
760153,2019-01-28,2,0,2019-01
760153,2019-02-04,1,0,2019-02
760153,2019-02-11,4,0,2019-02
760153,2019-02-18,5,10,2019-02
760153,2019-02-25,6,10,2019-02
760153,2019-03-04,6,10,2019-03
760153,2019-03-11,4,0,2019-03
765518,2018-12-31,6,10,2018-12
765518,2019-01-07,5,10,2019-01
765518,2019-01-14,7,10,2019-01
765518,2019-01-21,4,0,2019-01
766414,2019-01-14,1,0,2019-01
766862,2019-01-14,1,0,2019-01
766862,2019-01-21,4,0,2019-01
772345,2018-12-31,6,10,2018-12
772345,2019-01-07,3,0,2019-01
772345,2019-01-14,4,0,2019-01
772345,2019-01-21,4,0,2019-01
772345,2019-01-28,2,0,2019-01
772345,2019-02-04,5,10,2019-02
772345,2019-02-11,5,10,2019-02
772684,2019-04-29,1,0,2019-04
773771,2018-12-31,1,0,2018-12
773771,2019-01-14,1,0,2019-01
773771,2019-01-21,2,0,2019-01
773771,2019-01-28,2,0,2019-01
773771,2019-02-04,4,0,2019-02
773771,2019-02-11,5,10,2019-02
773771,2019-02-18,5,10,2019-02
773771,2019-02-25,5,10,2019-02
773771,2019-03-04,7,10,2019-03
773771,2019-03-11,7,10,2019-03
773771,2019-03-18,3,0,2019-03
773771,2019-03-25,1,0,2019-03
774064,2018-12-31,4,0,2018-12
774064,2019-01-07,2,0,2019-01
774064,2019-01-21,2,0,2019-01
774064,2019-01-28,5,10,2019-01
774064,2019-02-04,6,10,2019-02
774064,2019-02-11,4,0,2019-02
774064,2019-02-18,5,10,2019-02
774064,2019-02-25,6,10,2019-02
774064,2019-03-04,1,0,2019-03
774064,2019-03-11,1,0,2019-03
777019,2018-12-31,5,10,2018-12
777019,2019-01-07,4,0,2019-01
777019,2019-01-14,1,0,2019-01
777019,2019-01-28,7,10,2019-01
777019,2019-02-04,7,10,2019-02
777019,2019-02-11,7,10,2019-02
777019,2019-02-18,6,10,2019-02
777019,2019-02-25,6,10,2019-02
777019,2019-03-04,5,10,2019-03
777019,2019-03-11,7,10,2019-03
777019,2019-03-18,2,0,2019-03
777019,2019-03-25,6,10,2019-03
777019,2019-04-01,5,10,2019-04
777019,2019-04-08,1,0,2019-04
777019,2019-04-15,1,0,2019-04
777297,2018-12-31,4,0,2018-12
777297,2019-01-07,7,10,2019-01
777297,2019-01-14,6,10,2019-01
777297,2019-01-21,7,10,2019-01
777297,2019-01-28,7,10,2019-01
777297,2019-02-04,6,10,2019-02
777297,2019-02-11,7,10,2019-02
777297,2019-02-18,6,10,2019-02
777297,2019-02-25,7,10,2019-02
777297,2019-03-04,7,10,2019-03
777297,2019-03-11,4,0,2019-03
777297,2019-03-18,5,10,2019-03
777297,2019-03-25,7,10,2019-03
777297,2019-04-01,7,10,2019-04
777297,2019-04-08,7,10,2019-04
777297,2019-04-15,1,0,2019-04
777297,2019-04-22,4,0,2019-04
777297,2019-04-29,2,0,2019-04
777366,2018-12-31,1,0,2018-12
777366,2019-01-07,2,0,2019-01
777366,2019-01-14,5,10,2019-01
777366,2019-01-21,3,0,2019-01
777366,2019-01-28,4,0,2019-01
777366,2019-02-04,6,10,2019-02
777366,2019-02-11,6,10,2019-02
777366,2019-02-18,5,10,2019-02
777366,2019-02-25,5,10,2019-02
777366,2019-03-04,5,10,2019-03
777366,2019-03-11,7,10,2019-03
777366,2019-03-18,6,10,2019-03
777366,2019-03-25,7,10,2019-03
777366,2019-04-01,4,0,2019-04
777366,2019-04-15,2,0,2019-04
777366,2019-04-22,4,0,2019-04
777647,2019-01-07,4,0,2019-01
777647,2019-01-14,6,10,2019-01
777647,2019-01-21,3,0,2019-01
777647,2019-02-04,1,0,2019-02
777647,2019-02-11,4,0,2019-02
777647,2019-02-18,3,0,2019-02
777647,2019-02-25,3,0,2019-02
777647,2019-03-04,4,0,2019-03
777647,2019-03-11,1,0,2019-03
777647,2019-03-18,2,0,2019-03
777647,2019-04-01,5,10,2019-04
778631,2019-01-07,1,0,2019-01
778667,2018-12-31,1,0,2018-12
778667,2019-01-07,1,0,2019-01
778667,2019-01-21,1,0,2019-01
778667,2019-01-28,7,10,2019-01
778667,2019-02-04,3,0,2019-02
778952,2019-01-14,2,0,2019-01
778952,2019-03-18,2,0,2019-03
778952,2019-03-25,6,10,2019-03
778952,2019-04-01,6,10,2019-04
778952,2019-04-08,1,0,2019-04
783011,2019-01-21,1,0,2019-01
783011,2019-01-28,1,0,2019-01
783011,2019-02-04,2,0,2019-02
783011,2019-02-11,7,10,2019-02
783011,2019-02-18,4,0,2019-02
783011,2019-02-25,7,10,2019-02
783011,2019-03-11,2,0,2019-03
783011,2019-03-18,3,0,2019-03
783011,2019-03-25,5,10,2019-03
783011,2019-04-01,3,0,2019-04
783011,2019-04-08,6,10,2019-04
783011,2019-04-15,3,0,2019-04
783011,2019-04-22,5,10,2019-04
783011,2019-04-29,2,0,2019-04
785188,2019-02-04,4,0,2019-02
787935,2019-02-25,5,10,2019-02
787935,2019-03-04,7,10,2019-03
787935,2019-04-29,2,0,2019-04
788279,2018-12-31,6,10,2018-12
788279,2019-01-07,3,0,2019-01
788315,2019-04-01,1,0,2019-04
789888,2018-12-31,5,10,2018-12
789888,2019-01-07,6,10,2019-01
789888,2019-01-14,3,0,2019-01
789888,2019-01-21,4,0,2019-01
789888,2019-01-28,3,0,2019-01
789888,2019-02-04,1,0,2019-02
790028,2019-01-14,1,0,2019-01
790071,2018-12-31,5,10,2018-12
790071,2019-01-07,7,10,2019-01
790071,2019-01-14,4,0,2019-01
790071,2019-01-21,5,10,2019-01
790071,2019-01-28,7,10,2019-01
790071,2019-02-04,7,10,2019-02
790071,2019-02-11,3,0,2019-02
790071,2019-02-18,5,10,2019-02
790071,2019-02-25,6,10,2019-02
790071,2019-03-04,7,10,2019-03
790071,2019-03-11,4,0,2019-03
790071,2019-03-25,4,0,2019-03
790071,2019-04-01,7,10,2019-04
790071,2019-04-08,7,10,2019-04
790071,2019-04-15,4,0,2019-04
790071,2019-04-22,6,10,2019-04
790071,2019-04-29,2,0,2019-04
790181,2018-12-31,6,10,2018-12
790181,2019-01-28,1,0,2019-01
790181,2019-02-04,7,10,2019-02
790181,2019-02-11,7,10,2019-02
790181,2019-02-18,7,10,2019-02
790181,2019-02-25,7,10,2019-02
790181,2019-03-04,7,10,2019-03
790181,2019-03-11,7,10,2019-03
790181,2019-03-18,6,10,2019-03
790181,2019-03-25,7,10,2019-03
790181,2019-04-01,6,10,2019-04
790181,2019-04-08,7,10,2019-04
790181,2019-04-15,6,10,2019-04
790181,2019-04-22,7,10,2019-04
790181,2019-04-29,1,0,2019-04
801543,2019-04-08,2,0,2019-04
801579,2018-12-31,6,10,2018-12
801579,2019-01-07,5,10,2019-01
801579,2019-01-14,4,0,2019-01
801579,2019-01-21,6,10,2019-01
801579,2019-01-28,6,10,2019-01
801579,2019-02-11,6,10,2019-02
801579,2019-02-18,4,0,2019-02
801579,2019-02-25,7,10,2019-02
801579,2019-03-04,6,10,2019-03
801579,2019-03-11,7,10,2019-03
801579,2019-03-18,1,0,2019-03
801579,2019-03-25,3,0,2019-03
801579,2019-04-01,7,10,2019-04
801579,2019-04-08,6,10,2019-04
801579,2019-04-15,6,10,2019-04
801579,2019-04-22,6,10,2019-04
801584,2019-04-08,4,0,2019-04
801584,2019-04-15,2,0,2019-04
801593,2018-12-31,5,10,2018-12
801593,2019-01-07,1,0,2019-01
801593,2019-01-14,6,10,2019-01
801593,2019-01-21,3,0,2019-01
801593,2019-01-28,5,10,2019-01
801593,2019-02-04,6,10,2019-02
801593,2019-02-11,4,0,2019-02
801593,2019-02-18,5,10,2019-02
801593,2019-02-25,7,10,2019-02
801593,2019-03-04,7,10,2019-03
801593,2019-03-11,6,10,2019-03
801593,2019-03-18,5,10,2019-03
801593,2019-03-25,7,10,2019-03
801593,2019-04-01,3,0,2019-04
801593,2019-04-08,1,0,2019-04
802787,2019-01-07,2,0,2019-01
802787,2019-01-14,2,0,2019-01
802787,2019-01-28,1,0,2019-01
802915,2018-12-31,3,0,2018-12
802915,2019-01-14,3,0,2019-01
802915,2019-02-04,6,10,2019-02
802915,2019-02-11,4,0,2019-02
802993,2019-02-11,7,10,2019-02
802993,2019-02-18,4,0,2019-02
802993,2019-02-25,4,0,2019-02
802993,2019-03-25,6,10,2019-03
802993,2019-04-01,7,10,2019-04
802993,2019-04-08,5,10,2019-04
802993,2019-04-29,2,0,2019-04
803029,2019-01-14,3,0,2019-01
803029,2019-01-21,1,0,2019-01
803029,2019-01-28,4,0,2019-01
803029,2019-02-04,5,10,2019-02
803029,2019-02-11,4,0,2019-02
803029,2019-02-18,5,10,2019-02
803029,2019-02-25,6,10,2019-02
803029,2019-03-04,4,0,2019-03
803029,2019-03-11,6,10,2019-03
803029,2019-03-18,3,0,2019-03
803029,2019-03-25,5,10,2019-03
803029,2019-04-08,3,0,2019-04
803029,2019-04-22,5,10,2019-04
803029,2019-04-29,1,0,2019-04
803083,2018-12-31,3,0,2018-12
803083,2019-01-07,5,10,2019-01
803083,2019-01-14,4,0,2019-01
803083,2019-01-21,2,0,2019-01
803083,2019-01-28,4,0,2019-01
803083,2019-02-04,2,0,2019-02
803083,2019-02-11,5,10,2019-02
803083,2019-02-18,5,10,2019-02
803083,2019-02-25,4,0,2019-02
803083,2019-03-04,5,10,2019-03
803083,2019-03-11,3,0,2019-03
803083,2019-03-18,3,0,2019-03
803083,2019-03-25,3,0,2019-03
803083,2019-04-01,5,10,2019-04
803083,2019-04-08,2,0,2019-04
803083,2019-04-22,3,0,2019-04
803083,2019-04-29,1,0,2019-04
803159,2019-04-08,2,0,2019-04
803159,2019-04-15,7,10,2019-04
803159,2019-04-22,5,10,2019-04
803159,2019-04-29,2,0,2019-04
807977,2018-12-31,6,10,2018-12
807977,2019-01-07,5,10,2019-01
807977,2019-01-14,5,10,2019-01
807977,2019-01-21,4,0,2019-01
807977,2019-01-28,7,10,2019-01
807977,2019-02-04,7,10,2019-02
807977,2019-02-11,7,10,2019-02
807977,2019-02-18,4,0,2019-02
807977,2019-02-25,1,0,2019-02
807977,2019-03-04,3,0,2019-03
807977,2019-03-11,7,10,2019-03
807977,2019-03-18,5,10,2019-03
807977,2019-03-25,7,10,2019-03
807977,2019-04-01,6,10,2019-04
807977,2019-04-08,7,10,2019-04
807977,2019-04-15,5,10,2019-04
807977,2019-04-22,6,10,2019-04
807977,2019-04-29,2,0,2019-04
808149,2018-12-31,6,10,2018-12
808149,2019-01-07,7,10,2019-01
808149,2019-01-14,7,10,2019-01
808149,2019-01-21,6,10,2019-01
808149,2019-01-28,7,10,2019-01
808149,2019-02-04,7,10,2019-02
808149,2019-02-11,7,10,2019-02
808149,2019-02-18,6,10,2019-02
808149,2019-02-25,4,0,2019-02
809174,2019-01-07,6,10,2019-01
809174,2019-01-14,5,10,2019-01
809174,2019-01-21,4,0,2019-01
809174,2019-01-28,3,0,2019-01
809174,2019-02-04,6,10,2019-02
809174,2019-02-11,6,10,2019-02
809174,2019-02-18,1,0,2019-02
809179,2018-12-31,4,0,2018-12
809179,2019-01-07,5,10,2019-01
809179,2019-01-14,7,10,2019-01
809179,2019-01-21,7,10,2019-01
809179,2019-01-28,6,10,2019-01
809179,2019-02-04,7,10,2019-02
809179,2019-02-11,5,10,2019-02
809179,2019-02-18,6,10,2019-02
809179,2019-02-25,6,10,2019-02
809179,2019-03-04,5,10,2019-03
809179,2019-03-18,6,10,2019-03
809179,2019-03-25,5,10,2019-03
809179,2019-04-01,7,10,2019-04
809179,2019-04-08,7,10,2019-04
809179,2019-04-15,7,10,2019-04
809179,2019-04-22,6,10,2019-04
809179,2019-04-29,2,0,2019-04
809257,2019-01-07,1,0,2019-01
809257,2019-02-04,1,0,2019-02
809257,2019-02-11,2,0,2019-02
809257,2019-02-18,7,10,2019-02
809257,2019-02-25,4,0,2019-02
809257,2019-03-04,6,10,2019-03
809257,2019-03-11,7,10,2019-03
809257,2019-03-18,4,0,2019-03
809257,2019-03-25,3,0,2019-03
809257,2019-04-08,2,0,2019-04
809257,2019-04-15,7,10,2019-04
809257,2019-04-22,3,0,2019-04
809257,2019-04-29,1,0,2019-04
809740,2018-12-31,1,0,2018-12
809740,2019-01-07,1,0,2019-01
813813,2018-12-31,4,0,2018-12
813813,2019-01-07,7,10,2019-01
813813,2019-01-14,7,10,2019-01
813813,2019-01-21,5,10,2019-01
813813,2019-01-28,6,10,2019-01
813813,2019-02-04,7,10,2019-02
813813,2019-02-11,6,10,2019-02
813813,2019-03-25,1,0,2019-03
813813,2019-04-01,2,0,2019-04
813862,2019-04-01,1,0,2019-04
814156,2019-01-28,6,10,2019-01
814156,2019-02-04,6,10,2019-02
814156,2019-02-11,6,10,2019-02
814156,2019-02-18,4,0,2019-02
814156,2019-02-25,6,10,2019-02
814156,2019-03-04,5,10,2019-03
814156,2019-03-11,5,10,2019-03
814156,2019-03-18,5,10,2019-03
814156,2019-04-01,3,0,2019-04
814156,2019-04-08,4,0,2019-04
814156,2019-04-29,2,0,2019-04
818389,2019-01-07,2,0,2019-01
818389,2019-02-25,4,0,2019-02
818389,2019-03-04,1,0,2019-03
818389,2019-03-11,3,0,2019-03
818389,2019-03-18,1,0,2019-03
818389,2019-03-25,1,0,2019-03
818389,2019-04-01,2,0,2019-04
818389,2019-04-08,1,0,2019-04
818389,2019-04-15,2,0,2019-04
818647,2018-12-31,6,10,2018-12
818647,2019-01-07,4,0,2019-01
818652,2019-01-07,4,0,2019-01
818652,2019-01-14,5,10,2019-01
818652,2019-01-21,4,0,2019-01
818652,2019-01-28,3,0,2019-01
818652,2019-02-04,6,10,2019-02
818652,2019-02-11,3,0,2019-02
818652,2019-02-18,6,10,2019-02
818652,2019-03-04,3,0,2019-03
818652,2019-03-11,1,0,2019-03
818652,2019-03-25,2,0,2019-03
818652,2019-04-01,6,10,2019-04
818652,2019-04-08,6,10,2019-04
818652,2019-04-15,7,10,2019-04
818652,2019-04-22,6,10,2019-04
818652,2019-04-29,1,0,2019-04
819007,2018-12-31,2,0,2018-12
819007,2019-01-07,6,10,2019-01
819007,2019-01-14,7,10,2019-01
819007,2019-01-21,6,10,2019-01
819007,2019-01-28,7,10,2019-01
819007,2019-02-04,5,10,2019-02
819056,2018-12-31,3,0,2018-12
819134,2019-01-14,4,0,2019-01
819134,2019-01-21,3,0,2019-01
819134,2019-01-28,2,0,2019-01
819134,2019-02-25,5,10,2019-02
819174,2019-01-21,2,0,2019-01
819174,2019-02-25,6,10,2019-02
819174,2019-04-29,1,0,2019-04
819218,2018-12-31,3,0,2018-12
819218,2019-01-07,5,10,2019-01
819218,2019-01-14,3,0,2019-01
819218,2019-01-21,3,0,2019-01
819218,2019-01-28,3,0,2019-01
819218,2019-02-04,6,10,2019-02
819218,2019-02-11,5,10,2019-02
819218,2019-02-18,5,10,2019-02
819218,2019-03-04,4,0,2019-03
819218,2019-03-11,3,0,2019-03
819218,2019-03-18,7,10,2019-03
819218,2019-03-25,4,0,2019-03
819218,2019-04-01,4,0,2019-04
819218,2019-04-08,4,0,2019-04
819218,2019-04-15,7,10,2019-04
819218,2019-04-22,5,10,2019-04
819218,2019-04-29,2,0,2019-04
819244,2019-01-07,5,10,2019-01
819244,2019-01-14,6,10,2019-01
819244,2019-01-21,4,0,2019-01
819244,2019-01-28,2,0,2019-01
819244,2019-02-04,2,0,2019-02
819244,2019-02-11,7,10,2019-02
819244,2019-03-04,1,0,2019-03
819244,2019-03-18,3,0,2019-03
819244,2019-03-25,3,0,2019-03
819244,2019-04-01,4,0,2019-04
819244,2019-04-08,5,10,2019-04
819244,2019-04-15,2,0,2019-04
819244,2019-04-29,2,0,2019-04
819408,2019-01-07,6,10,2019-01
819408,2019-01-14,4,0,2019-01
819408,2019-01-28,3,0,2019-01
819408,2019-02-04,3,0,2019-02
819408,2019-02-11,4,0,2019-02
819408,2019-02-18,5,10,2019-02
819408,2019-02-25,4,0,2019-02
819408,2019-03-04,2,0,2019-03
819408,2019-03-11,6,10,2019-03
819408,2019-03-18,6,10,2019-03
819408,2019-03-25,4,0,2019-03
819495,2018-12-31,5,10,2018-12
819495,2019-01-07,6,10,2019-01
819495,2019-04-15,2,0,2019-04
819495,2019-04-22,1,0,2019-04
819593,2018-12-31,5,10,2018-12
819593,2019-01-07,4,0,2019-01
819593,2019-01-14,6,10,2019-01
819593,2019-01-21,6,10,2019-01
819593,2019-01-28,5,10,2019-01
819593,2019-02-04,1,0,2019-02
819593,2019-02-11,3,0,2019-02
819593,2019-02-18,4,0,2019-02
819593,2019-02-25,6,10,2019-02
819593,2019-03-04,3,0,2019-03
819593,2019-03-11,6,10,2019-03
819593,2019-03-18,3,0,2019-03
819593,2019-03-25,3,0,2019-03
819593,2019-04-01,5,10,2019-04
819593,2019-04-08,5,10,2019-04
819593,2019-04-22,2,0,2019-04
819593,2019-04-29,1,0,2019-04
819622,2019-01-28,2,0,2019-01
819894,2019-04-01,2,0,2019-04
819894,2019-04-08,2,0,2019-04
819894,2019-04-22,1,0,2019-04
823577,2018-12-31,6,10,2018-12
823577,2019-01-07,7,10,2019-01
823577,2019-01-14,6,10,2019-01
823577,2019-01-21,4,0,2019-01
823660,2018-12-31,6,10,2018-12
823660,2019-01-07,5,10,2019-01
823660,2019-01-14,4,0,2019-01
823660,2019-01-21,5,10,2019-01
823660,2019-01-28,2,0,2019-01
823660,2019-02-04,3,0,2019-02
823660,2019-02-11,3,0,2019-02
823660,2019-03-11,3,0,2019-03
823660,2019-03-25,1,0,2019-03
823660,2019-04-01,3,0,2019-04
823660,2019-04-08,2,0,2019-04
823676,2018-12-31,5,10,2018-12
823676,2019-01-07,5,10,2019-01
823676,2019-01-14,5,10,2019-01
823676,2019-01-21,2,0,2019-01
823676,2019-01-28,4,0,2019-01
823676,2019-02-18,5,10,2019-02
823676,2019-02-25,6,10,2019-02
823676,2019-03-04,6,10,2019-03
823926,2018-12-31,2,0,2018-12
824138,2018-12-31,5,10,2018-12
824138,2019-01-07,5,10,2019-01
824138,2019-02-04,1,0,2019-02
824138,2019-02-11,6,10,2019-02
824138,2019-02-18,7,10,2019-02
824138,2019-02-25,7,10,2019-02
824138,2019-03-04,5,10,2019-03
824138,2019-03-11,7,10,2019-03
824138,2019-03-18,6,10,2019-03
824354,2018-12-31,6,10,2018-12
824354,2019-01-07,1,0,2019-01
824713,2018-12-31,5,10,2018-12
825112,2019-02-04,1,0,2019-02
825112,2019-04-01,1,0,2019-04
825112,2019-04-08,1,0,2019-04
825346,2019-01-21,2,0,2019-01
825346,2019-02-04,5,10,2019-02
825346,2019-03-04,4,0,2019-03
825346,2019-03-11,1,0,2019-03
825346,2019-03-18,6,10,2019-03
825346,2019-03-25,3,0,2019-03
825346,2019-04-01,2,0,2019-04
825346,2019-04-08,4,0,2019-04
825446,2019-01-14,2,0,2019-01
825446,2019-01-21,6,10,2019-01
825446,2019-01-28,7,10,2019-01
825446,2019-02-04,6,10,2019-02
825446,2019-02-11,6,10,2019-02
825446,2019-02-18,6,10,2019-02
825446,2019-02-25,1,0,2019-02
825446,2019-03-04,2,0,2019-03
825446,2019-03-18,1,0,2019-03
825446,2019-03-25,1,0,2019-03
825446,2019-04-15,3,0,2019-04
825446,2019-04-22,4,0,2019-04
825446,2019-04-29,2,0,2019-04
829115,2018-12-31,3,0,2018-12
829115,2019-01-07,5,10,2019-01
829115,2019-01-14,4,0,2019-01
829115,2019-04-15,3,0,2019-04
829115,2019-04-22,1,0,2019-04
829115,2019-04-29,1,0,2019-04
829204,2019-01-28,3,0,2019-01
829617,2018-12-31,2,0,2018-12
829617,2019-01-07,2,0,2019-01
829617,2019-01-14,1,0,2019-01
829617,2019-02-25,5,10,2019-02
829617,2019-03-04,7,10,2019-03
829617,2019-03-11,4,0,2019-03
829843,2019-04-29,1,0,2019-04
829930,2018-12-31,4,0,2018-12
829930,2019-01-07,2,0,2019-01
829930,2019-01-14,5,10,2019-01
829930,2019-01-21,4,0,2019-01
829930,2019-01-28,5,10,2019-01
829930,2019-02-04,6,10,2019-02
829930,2019-02-11,3,0,2019-02
829930,2019-02-25,2,0,2019-02
829930,2019-03-04,7,10,2019-03
829930,2019-03-11,7,10,2019-03
829930,2019-03-18,6,10,2019-03
829930,2019-03-25,7,10,2019-03
829930,2019-04-01,2,0,2019-04
829930,2019-04-08,4,0,2019-04
830012,2018-12-31,6,10,2018-12
830012,2019-01-07,3,0,2019-01
830012,2019-01-14,3,0,2019-01
